dataset,series_id,spectral_entropy,cv,seasonal_autocorr,trend_strength,history_length
m4,D3922,0.057616,0.128046,0.953012,0.909636,175
m4,D3923,0.057497,0.127828,0.951697,0.909412,175
m4,D3924,0.013772,0.056247,0.931425,0.756678,278
m4,D3925,0.015387,0.060124,0.940648,0.778062,278
m4,D3926,0.004985,0.029929,0.744699,0.411553,241
m4,D3927,0.016476,0.058406,0.80808,0.505939,175
m4,D3928,0.015116,0.058738,0.938564,0.843821,273
m4,D3929,0.016316,0.061427,0.945091,0.852644,273
m4,D393,0.019084,0.0692,0.939379,0.788329,147
m4,D3930,0.008712,0.040954,0.837173,0.356509,229
m4,D3931,0.01965,0.06945,0.928309,0.616899,181
m4,D3932,0.011065,0.047165,0.834672,0.383396,281
m4,D3933,0.020668,0.074146,0.911035,0.311967,225
m4,D3934,0.005682,0.034175,0.866327,0.133303,279
m4,D3935,0.005934,0.035042,0.856995,0.15623,279
m4,D3936,0.004275,0.028273,0.664617,0.020593,201
m4,D3937,0.020214,0.069206,0.935576,0.373761,273
m4,D3938,0.020727,0.070109,0.937477,0.399523,273
m4,D3939,0.020866,0.070424,0.93842,0.375241,273
m4,D394,0.018486,0.06792,0.943333,0.776231,147
m4,D3940,0.00495,0.030696,0.700564,0.001374,193
m4,D3941,0.010393,0.047442,0.868631,0.165604,272
m4,D3942,0.03733,0.100959,0.945605,0.641113,321
m4,D3943,0.037464,0.101034,0.944559,0.638333,321
m4,D3944,0.010678,0.0463,0.793599,0.271253,238
m4,D3945,0.010671,0.046367,0.814715,0.29637,238
m4,D3946,0.069352,0.141563,0.964954,0.569434,297
m4,D3947,0.023814,0.074916,0.908933,0.65535,301
m4,D3948,0.024483,0.076148,0.91229,0.669467,301
m4,D3949,0.011586,0.048986,0.921678,0.386908,243
m4,D395,0.01868,0.06844,0.943133,0.785562,147
m4,D3950,0.01108,0.047814,0.924007,0.36154,243
m4,D3951,0.019436,0.065279,0.848209,0.002074,300
m4,D3952,0.064052,0.133392,0.853263,0.442761,232
m4,D3953,0.026828,0.084154,0.962939,0.742383,238
m4,D3954,0.004168,0.026858,0.538797,0.335724,259
m4,D3955,0.004423,0.027706,0.530857,0.333737,259
m4,D3956,0.018133,0.063766,0.878582,0.436266,320
m4,D3957,0.010758,0.047562,0.920823,0.757277,239
m4,D3958,0.010569,0.047045,0.913055,0.743701,239
m4,D3959,0.010957,0.047993,0.916773,0.755123,239
m4,D396,0.032557,0.093138,0.950882,0.306398,664
m4,D3960,0.015682,0.061655,0.914546,0.242008,320
m4,D3961,0.041072,0.1007,0.966226,0.915489,236
m4,D3962,0.019841,0.068522,0.924633,0.556065,321
m4,D3963,0.025062,0.078057,0.90397,0.494189,320
m4,D3964,0.025392,0.078549,0.903836,0.495072,320
m4,D3965,0.012957,0.051539,0.821041,0.252862,238
m4,D3966,0.003561,0.025241,0.566146,0.208878,211
m4,D3967,0.051011,0.115986,0.986209,0.728147,281
m4,D3968,0.048949,0.113553,0.984122,0.714861,281
m4,D3969,0.010005,0.04521,0.7958,0.079423,262
m4,D397,0.032185,0.092698,0.9549,0.299524,664
m4,D3970,0.01941,0.065828,0.771592,9.1e-05,278
m4,D3971,0.019184,0.065546,0.771565,0.000578,278
m4,D3972,0.019633,0.066353,0.770605,4.1e-05,278
m4,D3973,0.031679,0.090705,0.895646,0.370886,304
m4,D3974,0.036081,0.098244,0.911526,0.17814,319
m4,D3975,0.030502,0.088805,0.908359,0.358035,317
m4,D3976,0.028673,0.082877,0.913276,0.316485,322
m4,D3977,0.029377,0.084115,0.914064,0.326918,322
m4,D3978,0.017162,0.062817,0.903986,0.250903,316
m4,D3979,0.019565,0.067988,0.909983,0.308052,316
m4,D398,0.032443,0.093182,0.954361,0.308022,664
m4,D3980,0.00582,0.031532,0.643791,0.036236,490
m4,D3981,0.027736,0.080467,0.940706,0.5436,302
m4,D3982,0.010668,0.04681,0.888546,0.68671,323
m4,D3983,0.011329,0.048595,0.896417,0.709165,323
m4,D3984,0.006758,0.036701,0.803856,0.384088,290
m4,D3985,0.009868,0.044283,0.865893,0.500268,322
m4,D3986,0.007017,0.037174,0.829974,0.252046,370
m4,D3987,0.023577,0.074942,0.943374,0.742781,302
m4,D3988,0.02024,0.068882,0.923834,0.686274,314
m4,D3989,0.013474,0.054169,0.90811,0.687109,238
m4,D399,0.032206,0.092746,0.954076,0.301827,664
m4,D3990,0.004656,0.029318,0.683684,0.010065,236
m4,D3991,0.013391,0.052724,0.883747,0.019945,322
m4,D3992,0.020744,0.071058,0.932173,0.431888,304
m4,D3993,0.018229,0.06738,0.920167,0.496871,323
m4,D3994,0.028907,0.083768,0.924571,0.866127,238
m4,D3995,0.010205,0.046421,0.822023,0.536963,321
m4,D3996,0.0242,0.075631,0.905121,0.814489,322
m4,D3997,0.041084,0.108709,0.948097,0.544386,301
m4,D3998,0.033472,0.097319,0.926208,0.255379,282
m4,D3999,0.033975,0.094042,0.909945,0.606416,319
m4,D4,0.107035,0.162728,0.354069,0.021886,169
m4,D40,0.008799,0.04037,0.684277,0.456596,165
m4,D400,0.024362,0.079477,0.95192,0.38168,653
m4,D4000,0.035818,0.092663,0.902973,0.725344,299
m4,D4001,0.092395,0.168866,0.965902,0.821303,301
m4,D4002,0.0912,0.178234,0.974076,0.823685,257
m4,D4003,0.05717,0.120849,0.820892,0.112687,273
m4,D4004,0.056163,0.120539,0.835178,0.129648,273
m4,D4005,0.057329,0.120889,0.816665,0.095779,273
m4,D4006,0.026373,0.076397,0.922698,0.148507,300
m4,D4007,0.015589,0.057189,0.815907,0.387667,317
m4,D4008,0.018427,0.064637,0.829053,0.442966,275
m4,D4009,0.018789,0.065705,0.842678,0.465609,275
m4,D401,0.024361,0.079355,0.950298,0.374243,653
m4,D4010,0.052535,0.115135,0.923465,0.548587,234
m4,D4011,0.052601,0.115454,0.933633,0.55481,234
m4,D4012,0.034799,0.097528,0.931368,0.12524,298
m4,D4013,0.077027,0.151475,0.89583,0.376042,258
m4,D4014,0.019974,0.066581,0.921466,0.466625,252
m4,D4015,0.031812,0.089567,0.920744,0.472018,266
m4,D4016,0.022742,0.068528,0.645538,0.125182,237
m4,D4017,0.025145,0.075911,0.819736,0.043584,255
m4,D4018,0.032176,0.088589,0.846824,0.082562,277
m4,D4019,0.032501,0.08981,0.859809,0.094823,277
m4,D402,0.024331,0.079323,0.950641,0.379207,653
m4,D4020,0.030898,0.086654,0.851564,0.068719,277
m4,D4021,0.031754,0.088129,0.850798,0.078092,277
m4,D4022,0.0411,0.106892,0.898068,0.367346,236
m4,D4023,0.025807,0.083629,0.914513,0.377446,217
m4,D4024,0.025123,0.082521,0.915458,0.385145,217
m4,D4025,0.025783,0.083874,0.918566,0.389959,217
m4,D4026,0.02688,0.078647,0.923591,0.078806,228
m4,D4027,0.016267,0.060169,0.847672,0.170551,230
m4,D4028,0.084197,0.159494,0.892642,0.490239,281
m4,D4029,0.077482,0.149496,0.874685,0.204465,264
m4,D403,0.004535,0.027172,0.617501,0.257735,288
m4,D4030,0.093524,0.172782,0.922312,0.200151,283
m4,D4031,0.097408,0.171519,0.925452,0.476359,242
m4,D4032,0.096489,0.171214,0.930839,0.483425,242
m4,D4033,0.179227,0.238711,0.984628,0.853572,262
m4,D4034,0.1002,0.176867,0.977915,0.903049,241
m4,D4035,0.035011,0.088687,0.936234,0.780672,225
m4,D4036,0.01234,0.052005,0.791713,0.039165,210
m4,D4037,0.014515,0.057116,0.811184,0.045496,210
m4,D4038,0.031835,0.092175,0.968531,0.833139,260
m4,D4039,0.032018,0.092525,0.969556,0.838336,260
m4,D404,0.007346,0.039467,0.872086,0.169344,210
m4,D4040,0.031362,0.091358,0.967591,0.83126,260
m4,D4041,0.031018,0.089491,0.973803,0.94287,171
m4,D4042,0.014958,0.058797,0.86922,0.771494,132
m4,D4043,0.02777,0.082548,0.843708,0.000127,228
m4,D4044,0.076738,0.142412,0.949721,0.669969,244
m4,D4045,0.016848,0.061231,0.957823,0.761559,487
m4,D4046,0.01637,0.060194,0.954629,0.748523,487
m4,D4047,0.475254,0.481774,0.895642,0.616955,162
m4,D4048,0.066951,0.134309,0.856777,0.108699,289
m4,D4049,0.064934,0.132072,0.862337,0.097161,289
m4,D405,0.0077,0.040702,0.883094,0.207012,210
m4,D4050,0.012502,0.052088,0.878192,0.246664,278
m4,D4051,0.421429,0.385006,0.963686,0.583572,1014
m4,D4052,0.01506,0.059461,0.954582,0.840628,113
m4,D4053,0.013931,0.056946,0.949118,0.841663,113
m4,D4054,0.015154,0.059886,0.951939,0.841453,113
m4,D4055,0.0017,0.01666,0.34194,0.220815,119
m4,D4056,0.005778,0.033507,0.746478,0.6534,120
m4,D4057,0.004531,0.029211,0.690358,0.609574,120
m4,D4058,0.005243,0.031736,0.712768,0.62813,120
m4,D4059,0.008205,0.041476,0.788639,0.73157,113
m4,D406,0.007035,0.038378,0.862095,0.115489,210
m4,D4060,0.012759,0.05457,0.950556,0.595108,110
m4,D4061,0.013339,0.05595,0.951519,0.59717,110
m4,D4062,0.006064,0.035558,0.827936,0.118226,114
m4,D4063,0.020111,0.069274,0.955099,0.93978,111
m4,D4064,0.008476,0.040384,0.822064,0.623423,112
m4,D4065,0.016231,0.05955,0.926789,0.640759,112
m4,D4066,0.008973,0.04506,0.779324,0.152995,108
m4,D4067,0.009659,0.047036,0.792856,0.172395,108
m4,D4068,0.010578,0.049765,0.848078,0.481834,111
m4,D4069,0.010606,0.049907,0.832174,0.412725,111
m4,D407,0.007377,0.039545,0.872522,0.154405,210
m4,D4070,0.010987,0.051053,0.863889,0.63051,108
m4,D4071,0.010998,0.051079,0.851806,0.595153,108
m4,D4072,0.007436,0.03799,0.804524,0.811668,110
m4,D4073,0.013006,0.052706,0.9018,0.852905,114
m4,D4074,0.02845,0.082594,0.877538,0.46516,321
m4,D4075,0.02366,0.07674,0.929433,0.775732,238
m4,D4076,0.012321,0.050099,0.791867,0.583812,108
m4,D4077,0.012759,0.051085,0.798917,0.594032,108
m4,D4078,0.014501,0.056073,0.864304,0.747355,115
m4,D4079,0.011855,0.053315,0.876568,0.682798,111
m4,D408,0.036178,0.096666,0.984724,0.881525,362
m4,D4080,0.013415,0.055166,0.862162,0.738663,115
m4,D4081,0.012536,0.053303,0.86369,0.720932,115
m4,D4082,0.01523,0.058056,0.827053,0.741216,110
m4,D4083,0.011872,0.050774,0.805574,0.659536,111
m4,D4084,0.011244,0.049152,0.771436,0.572439,111
m4,D4085,0.002555,0.020671,-0.043739,0.006352,95
m4,D4086,0.002543,0.020578,-0.02612,1.9e-05,95
m4,D4087,0.014193,0.055901,0.873119,0.122725,316
m4,D4088,0.009188,0.041885,0.750935,0.033015,281
m4,D4089,0.019072,0.069634,0.954162,0.558566,271
m4,D409,0.043197,0.105993,0.977042,0.832819,676
m4,D4090,0.033234,0.088142,0.954482,0.779789,310
m4,D4091,0.014506,0.058424,0.941811,0.296279,379
m4,D4092,0.148557,0.223111,0.986635,0.691578,1314
m4,D4093,0.016419,0.062548,0.943289,0.301052,321
m4,D4094,0.015047,0.057439,0.923176,0.376417,278
m4,D4095,0.015758,0.058961,0.923699,0.415966,278
m4,D4096,0.013055,0.056243,0.92739,0.323172,257
m4,D4097,0.020286,0.069428,0.957256,0.851429,256
m4,D4098,0.085722,0.161322,0.895292,0.278369,283
m4,D4099,0.004483,0.026655,0.962819,0.282454,9919
m4,D41,0.109665,0.187331,0.979692,0.685656,239
m4,D410,0.047375,0.112219,0.9789,0.839924,676
m4,D4100,0.015966,0.058682,0.930918,0.658357,382
m4,D4101,0.014532,0.055562,0.922754,0.629869,382
m4,D4102,0.015203,0.056997,0.925227,0.640717,382
m4,D4103,0.015127,0.055276,0.89897,0.628906,252
m4,D4104,0.013462,0.051748,0.881623,0.572278,252
m4,D4105,0.028459,0.08885,0.944715,0.446046,301
m4,D4106,0.01829,0.062656,0.902027,0.61661,259
m4,D4107,0.018304,0.062576,0.913709,0.625988,259
m4,D4108,0.021538,0.073023,0.961295,0.825298,257
m4,D4109,0.021959,0.073837,0.961998,0.823731,257
m4,D411,0.045439,0.109295,0.977666,0.837962,676
m4,D4110,0.020658,0.071272,0.95936,0.824712,257
m4,D4111,0.006998,0.03621,0.711595,0.033617,220
m4,D4112,0.01117,0.047769,0.837797,0.017068,303
m4,D4113,0.01082,0.046975,0.83409,0.01821,303
m4,D4114,0.03466,0.089227,0.946888,0.555856,300
m4,D4115,0.01328,0.055647,0.928963,0.738156,262
m4,D4116,0.01989,0.066948,0.907489,0.546202,280
m4,D4117,0.020161,0.067442,0.910308,0.539819,280
m4,D4118,0.019308,0.066169,0.91386,0.544742,280
m4,D4119,0.019903,0.067231,0.910879,0.552342,280
m4,D412,0.017552,0.064962,0.947646,0.070529,615
m4,D4120,0.022114,0.069198,0.949482,0.804797,318
m4,D4121,0.002796,0.021671,0.632161,0.448728,261
m4,D4122,0.002637,0.02088,0.594033,0.382294,261
m4,D4123,0.006631,0.035423,0.729326,0.242211,282
m4,D4124,0.035085,0.098009,0.91866,0.029248,278
m4,D4125,0.036462,0.100086,0.920586,0.044328,278
m4,D4126,0.036164,0.099547,0.916243,0.038761,278
m4,D4127,0.019667,0.067868,0.938218,0.699862,332
m4,D4128,0.021803,0.07245,0.952462,0.770571,266
m4,D4129,0.011565,0.049291,0.938505,0.100959,323
m4,D413,0.018031,0.06595,0.948973,0.074718,615
m4,D4130,0.012882,0.055775,0.866743,0.118969,157
m4,D4131,0.006459,0.036432,0.848926,0.000228,571
m4,D4132,0.004071,0.026474,0.620331,0.039247,174
m4,D4133,0.002002,0.017868,0.447188,0.01801,197
m4,D4134,0.056712,0.122085,0.957905,0.879987,277
m4,D4135,0.030774,0.089028,0.949171,0.759048,282
m4,D4136,0.032248,0.091642,0.95129,0.765242,282
m4,D4137,0.003458,0.0253,0.764412,0.006648,466
m4,D4138,0.012212,0.049712,0.877724,0.081424,843
m4,D4139,0.011225,0.048485,0.75298,0.437746,277
m4,D414,0.017727,0.065299,0.94801,0.072546,615
m4,D4140,0.011789,0.05058,0.865197,0.072985,304
m4,D4141,0.037658,0.099029,0.967801,0.881188,247
m4,D4142,0.075463,0.148465,0.96469,0.861017,275
m4,D4143,0.011358,0.047439,0.803555,0.35657,278
m4,D4144,0.009368,0.044014,0.881015,0.673726,318
m4,D4145,0.008768,0.043006,0.859057,0.465552,263
m4,D4146,0.012077,0.0499,0.890739,9e-06,351
m4,D4147,0.030619,0.091723,0.929233,0.593322,323
m4,D4148,0.044417,0.114715,0.933758,0.499964,317
m4,D4149,0.058373,0.128359,0.963951,0.712829,324
m4,D415,0.020839,0.064176,0.699561,0.609387,214
m4,D4150,0.03783,0.097702,0.906609,0.267098,366
m4,D4151,0.012584,0.053405,0.876219,0.100807,307
m4,D4152,0.012692,0.053625,0.875526,0.099748,307
m4,D4153,0.018147,0.063871,0.926032,0.718553,279
m4,D4154,0.01699,0.061526,0.921168,0.707943,279
m4,D4155,0.047788,0.111329,0.958892,0.868954,280
m4,D4156,0.005405,0.03193,0.799249,0.002096,273
m4,D4157,0.005425,0.03198,0.794924,0.000549,273
m4,D4158,0.01956,0.068954,0.924566,0.526281,362
m4,D4159,0.005205,0.03098,0.875949,0.352904,239
m4,D416,0.009591,0.043527,0.893394,0.002004,681
m4,D4160,0.105086,0.190639,0.971779,0.196267,481
m4,D4161,0.019152,0.063549,0.809752,0.507274,304
m4,D4162,0.038331,0.102935,0.909676,0.41307,236
m4,D4163,0.036941,0.098705,0.958801,0.941903,151
m4,D4164,0.018067,0.064288,0.928207,0.751625,314
m4,D4165,0.016366,0.060503,0.906536,0.697255,314
m4,D4166,0.017377,0.062709,0.914172,0.715712,314
m4,D4167,0.020914,0.072079,0.941541,0.822215,236
m4,D4168,0.013423,0.05403,0.834384,0.001235,243
m4,D4169,0.020125,0.069956,0.938837,0.415357,486
m4,D417,0.00969,0.043783,0.89455,0.011383,681
m4,D4170,0.01859,0.066875,0.938203,0.390609,486
m4,D4171,0.026038,0.07774,0.834486,0.121981,277
m4,D4172,0.081723,0.156675,0.966679,0.865923,222
m4,D4173,0.084178,0.159813,0.968065,0.867813,222
m4,D4174,0.083117,0.158062,0.96707,0.866955,222
m4,D4175,0.010196,0.047276,0.842406,0.692648,150
m4,D4176,0.009853,0.046374,0.843357,0.685009,150
m4,D4177,0.039906,0.104573,0.968162,0.874347,237
m4,D4178,0.081976,0.159979,0.977428,0.478031,308
m4,D4179,0.026271,0.076883,0.865719,0.024019,293
m4,D418,0.009657,0.043694,0.89527,0.005322,681
m4,D4180,0.027077,0.078844,0.821548,0.392532,226
m4,D4181,0.026137,0.077232,0.813558,0.376613,226
m4,D4182,0.026783,0.078312,0.816472,0.385627,226
m4,D4183,0.008572,0.042142,0.856498,0.124588,306
m4,D4184,0.096306,0.168471,0.968326,0.850365,303
m4,D4185,0.039335,0.101996,0.958682,0.853709,277
m4,D4186,0.039361,0.102227,0.959089,0.855255,277
m4,D4187,0.015719,0.062074,0.957287,0.875107,108
m4,D4188,0.015223,0.06103,0.955341,0.870344,108
m4,D4189,0.01615,0.06287,0.958377,0.876469,108
m4,D419,0.004648,0.029997,0.544441,0.002564,113
m4,D4190,0.009263,0.04271,0.893811,0.455502,189
m4,D4191,0.00507,0.031011,0.793114,0.302913,173
m4,D4192,0.029064,0.085573,0.950591,0.685737,481
m4,D4193,0.029541,0.086191,0.942915,0.662137,481
m4,D4194,0.086402,0.160041,0.968931,0.76904,381
m4,D4195,0.085818,0.159737,0.969229,0.769414,381
m4,D4196,0.024908,0.077134,0.915128,0.0683,1070
m4,D4197,0.016496,0.061539,0.841564,0.087145,236
m4,D4198,0.042007,0.109148,0.95373,0.02312,493
m4,D4199,0.009671,0.04409,0.799927,0.00895,272
m4,D42,0.114302,0.197697,0.956428,0.679244,262
m4,D420,0.005955,0.035034,0.804149,0.43786,114
m4,D4200,0.023756,0.075255,0.906796,0.597423,279
m4,D4201,0.022608,0.073223,0.902323,0.56411,279
m4,D4202,0.037416,0.097706,0.955143,0.895005,239
m4,D4203,0.005199,0.03056,0.710659,0.000182,364
m4,D4204,0.028565,0.084377,0.922872,0.320883,366
m4,D4205,0.011294,0.047094,0.577566,0.027968,240
m4,D4206,0.007555,0.037914,0.770646,0.005362,365
m4,D4207,0.046567,0.113799,0.911922,0.65394,236
m4,D4208,0.037914,0.099491,0.921345,0.67412,232
m4,D4209,0.050879,0.118559,0.895384,0.613184,232
m4,D421,0.04231,0.103297,0.990293,0.821879,834
m4,D4210,0.070024,0.143284,0.902408,0.635532,232
m4,D4211,0.125242,0.154124,0.125987,0.015742,401
m4,D4212,1.287649,0.623719,0.158452,0.04227,361
m4,D4213,1.737542,0.774558,0.161533,0.027447,361
m4,D4214,1.678312,0.754324,0.012456,0.013934,361
m4,D4215,1.580786,0.721268,0.15002,0.035439,361
m4,D4216,0.015259,0.050786,0.529475,0.085829,361
m4,D4217,0.013443,0.050679,0.762282,0.521401,361
m4,D4218,0.009312,0.039979,0.569732,0.230602,361
m4,D4219,0.009618,0.039079,0.407344,0.081151,361
m4,D422,0.018296,0.065964,0.90167,0.80632,108
m4,D4220,0.019337,0.06204,0.775011,0.513547,361
m4,D4221,0.024731,0.078802,0.951269,0.846276,240
m4,D4222,4.807262,4.068172,-0.049354,0.008366,298
m4,D4223,0.082675,0.124068,0.154233,0.019081,289
m4,D4224,0.057353,0.102357,0.264078,0.005368,246
m4,D4225,4.676722,3.913998,0.023311,0.011873,265
m4,D4226,0.612734,0.563598,0.996956,0.025998,4440
m4,D4227,0.494565,0.455628,0.992862,0.257042,4440
m4,D423,0.110046,0.182856,0.840656,0.004758,225
m4,D424,0.044791,0.11189,0.985916,0.71271,492
m4,D425,0.007758,0.040971,0.831351,0.24777,174
m4,D426,0.008474,0.042944,0.664852,0.312212,107
m4,D427,0.006255,0.036035,0.751099,0.541782,110
m4,D428,0.054368,0.116501,0.923489,0.623336,490
m4,D429,0.02361,0.066145,0.498367,0.090649,175
m4,D43,0.012618,0.052855,0.914127,0.781873,219
m4,D430,0.016173,0.06493,0.889632,0.583491,112
m4,D431,0.037762,0.099468,0.957246,0.740948,495
m4,D432,0.004798,0.030125,0.780721,0.052236,178
m4,D433,0.004015,0.027436,0.428918,0.079307,115
m4,D434,0.038114,0.098856,0.983307,0.847446,494
m4,D435,0.005675,0.032493,0.849199,0.585695,176
m4,D436,0.008501,0.040804,0.822819,0.520643,112
m4,D437,0.006412,0.035014,0.751363,0.405216,114
m4,D438,0.004647,0.030922,0.893804,0.689639,176
m4,D439,0.006692,0.037907,0.912109,0.759845,176
m4,D44,0.003451,0.024995,0.852988,0.004948,1006
m4,D440,0.004785,0.029944,0.572001,0.070307,111
m4,D441,0.01176,0.05153,0.897789,0.804743,113
m4,D442,0.01743,0.064978,0.924972,0.85785,118
m4,D443,0.004967,0.03249,0.795049,0.541911,115
m4,D444,0.006156,0.035076,0.698624,0.684102,116
m4,D445,0.003619,0.025644,0.415003,0.093009,114
m4,D446,0.057047,0.10845,0.235164,0.01774,356
m4,D447,0.704197,0.592518,0.989067,0.113717,4555
m4,D448,0.762589,0.604826,0.987233,0.207206,4555
m4,D449,0.30178,0.314576,0.98236,0.020482,4457
m4,D45,0.009995,0.045514,0.899413,0.643682,224
m4,D450,0.888864,0.885278,0.996641,0.167767,4440
m4,D451,0.872204,0.88317,0.996795,0.17919,4440
m4,D452,0.912681,0.80195,0.994896,0.151302,4440
m4,D453,0.645787,0.567365,0.987311,0.058952,4440
m4,D454,0.860957,0.661786,0.98677,0.566254,4440
m4,D455,0.070198,0.136485,0.986819,0.713427,994
m4,D456,0.289257,0.355184,0.997048,0.459884,3032
m4,D457,0.158424,0.213768,0.978282,0.144206,4412
m4,D458,0.404584,0.431178,0.991703,0.033634,4196
m4,D459,0.384091,0.414133,0.997378,0.838205,4196
m4,D46,0.002901,0.022939,0.58677,0.2485,97
m4,D460,0.377666,0.405385,0.997165,0.840623,4196
m4,D461,0.372883,0.401792,0.997115,0.834323,4195
m4,D462,0.185573,0.26602,0.990526,0.009877,4196
m4,D463,0.113559,0.18903,0.988492,0.286043,4196
m4,D464,0.154122,0.225507,0.991198,0.28417,4196
m4,D465,0.456268,0.458043,0.998252,0.938939,4196
m4,D466,0.318847,0.368634,0.993228,0.020387,4196
m4,D467,0.105023,0.183792,0.988547,0.023452,4196
m4,D468,0.375678,0.401404,0.997157,0.813387,4196
m4,D469,0.13233,0.2112,0.992367,0.425895,4196
m4,D47,0.003474,0.025107,0.600125,0.11354,160
m4,D470,0.400225,0.428228,0.996274,0.667382,4196
m4,D471,0.187854,0.268756,0.991184,0.091478,4196
m4,D472,0.103209,0.180796,0.988336,0.086042,4196
m4,D473,0.448355,0.453509,0.992208,0.077368,4196
m4,D474,0.155632,0.226845,0.991306,0.271639,4195
m4,D475,0.136837,0.210079,0.990029,0.036908,4196
m4,D476,0.102407,0.180456,0.988442,0.187363,4196
m4,D477,0.10556,0.184358,0.987867,0.026067,4196
m4,D478,0.117553,0.187857,0.985795,0.278501,4196
m4,D479,0.36624,0.396566,0.997466,0.811027,4196
m4,D48,1.554372,1.66264,0.972906,0.56923,601
m4,D480,0.376828,0.408609,0.997317,0.837237,4196
m4,D481,0.31378,0.36453,0.996942,0.728827,4196
m4,D482,0.189148,0.248785,0.990466,0.23641,4196
m4,D483,0.235977,0.279505,0.989725,0.059493,4196
m4,D484,0.119788,0.180131,0.979904,0.093813,4196
m4,D485,0.156356,0.223372,0.987561,0.589272,4196
m4,D486,0.167165,0.226745,0.985516,0.102413,4196
m4,D487,0.078856,0.140235,0.97865,0.044701,4196
m4,D488,0.116351,0.184758,0.985583,0.195412,4196
m4,D489,0.113129,0.183715,0.985051,0.031042,4196
m4,D49,1.380386,1.397309,0.977081,0.6786,544
m4,D490,0.226815,0.263199,0.980904,0.009507,4195
m4,D491,0.188453,0.247762,0.987732,0.065091,4196
m4,D492,0.218189,0.278814,0.989574,0.093537,4196
m4,D493,0.131066,0.196432,0.98594,0.274461,4196
m4,D494,0.123523,0.18373,0.985291,0.181484,4196
m4,D495,0.13091,0.196174,0.985344,0.254277,4196
m4,D496,0.165557,0.222327,0.983615,0.212828,4196
m4,D497,0.116352,0.18476,0.985583,0.195284,4196
m4,D498,0.234593,0.295972,0.989195,0.002167,4196
m4,D499,0.160436,0.225626,0.988197,0.037353,4196
m4,D5,0.149598,0.221641,0.898027,0.831201,156
m4,D50,2.315515,2.571254,0.962247,0.301014,860
m4,D500,0.234157,0.296313,0.991047,0.184079,4196
m4,D501,0.222236,0.272819,0.989716,0.016838,4196
m4,D502,0.193643,0.256771,0.988844,0.08127,4196
m4,D503,0.13018,0.204062,0.988523,0.140115,4196
m4,D504,0.15657,0.217622,0.98828,0.323697,4195
m4,D505,0.211424,0.257173,0.986393,0.012623,4196
m4,D506,0.146834,0.214867,0.989873,0.339854,4196
m4,D507,0.11145,0.174758,0.983334,0.017338,4196
m4,D508,0.116907,0.177929,0.983508,0.060748,4196
m4,D509,0.14981,0.20924,0.989153,0.205331,4196
m4,D51,0.003099,0.02388,0.706425,0.57899,97
m4,D510,0.101052,0.168577,0.991757,0.909414,1747
m4,D511,0.043791,0.102789,0.97744,0.765745,1736
m4,D512,0.514126,0.479355,0.985869,0.266802,4196
m4,D513,0.34178,0.339379,0.978235,0.17213,3193
m4,D514,0.20745,0.244716,0.972351,0.00254,3193
m4,D515,0.228269,0.263782,0.97651,0.08178,3193
m4,D516,0.231779,0.272114,0.979436,0.238592,3193
m4,D517,0.2397,0.273153,0.966018,0.084949,3193
m4,D518,0.284701,0.297715,0.973541,0.02676,3193
m4,D519,0.232997,0.266575,0.973417,0.068795,3193
m4,D52,0.022578,0.071326,0.884577,0.444396,219
m4,D520,0.246426,0.283126,0.977904,0.012662,3193
m4,D521,0.28817,0.305922,0.977751,0.01689,3193
m4,D522,0.50894,0.45164,0.982294,0.351507,4196
m4,D523,0.231802,0.278726,0.99588,0.809525,2059
m4,D524,0.242127,0.286355,0.996096,0.822555,2059
m4,D525,0.358863,0.391172,0.996882,0.866003,2059
m4,D526,0.25652,0.304826,0.997686,0.918741,2059
m4,D527,0.163828,0.230931,0.995881,0.832639,2059
m4,D528,0.274848,0.316177,0.974392,0.280951,2059
m4,D529,0.348085,0.383752,0.996764,0.858664,2059
m4,D53,0.007265,0.037534,0.884433,0.70715,224
m4,D530,0.149546,0.213216,0.992874,0.632844,2059
m4,D531,0.340306,0.369008,0.997761,0.948177,2059
m4,D532,0.316805,0.336669,0.99661,0.876882,2059
m4,D533,0.257372,0.31742,0.99528,0.770361,2059
m4,D534,0.30935,0.341928,0.996656,0.903231,2059
m4,D535,0.329557,0.34542,0.996774,0.882173,2059
m4,D536,0.213905,0.259849,0.966189,0.613207,2059
m4,D537,0.213588,0.269798,0.994618,0.822342,2059
m4,D538,0.328282,0.360545,0.997657,0.945198,2059
m4,D539,0.320815,0.35008,0.996808,0.908995,2059
m4,D54,0.015469,0.057496,0.952065,0.919453,224
m4,D540,0.227589,0.288166,0.976329,0.345131,2059
m4,D541,0.230178,0.285846,0.975239,0.554684,2059
m4,D542,0.338105,0.373196,0.997774,0.943092,2059
m4,D543,0.326109,0.364714,0.997672,0.939977,2059
m4,D544,0.494081,0.44584,0.987114,0.079351,4196
m4,D545,0.331002,0.339849,0.980288,0.243036,3193
m4,D546,0.484466,0.463613,0.991455,0.45352,4196
m4,D547,0.494207,0.471878,0.989564,0.115147,4196
m4,D548,0.427643,0.432278,0.989991,0.262809,4196
m4,D549,0.356585,0.366001,0.984228,0.087505,4196
m4,D55,1.048534,0.821012,0.972361,0.39723,1006
m4,D550,0.441883,0.4115,0.983905,0.23892,4196
m4,D551,0.402176,0.392852,0.989559,0.361291,4196
